"연번","도로명주소","지번주소","x 좌표","y 좌표","건물명","구 명칭","전화번호","유형","개방시간","소재지 용도","화장실 현황","장애인화장실 현황","편의시설 (기타설비)","안내표지","소재지","비고"
"214736","서울특별시 영등포구 국회대로 746","서울특별시 영등포구 여의도동 17-2","126.91602907","37.52798875","GS국회대로주유소","영등포구","02-761-5122","민간개방|","정시(06:00~22:00)|"," ","남자|여자|"," "," "," ","주유소 및 충전소|","GS국회대로주유소"
"214737","서울특별시 영등포구 국회대로62길 7","서울특별시 영등포구 여의도동 17-4","126.91640289","37.52767943","여명주유소","영등포구","02-782-5111","민간개방|","상시(24시간)|"," ","남자|여자|"," "," "," ","주유소 및 충전소|","여명주유소"
"214738","서울특별시 영등포구 의사당대로 154","서울특별시 영등포구 여의도동 48-1","126.92747890","37.51768011","SK네트웍스(주)여의도2주유소","영등포구","02-780-4660","민간개방|","상시(24시간)|"," ","남자|여자|"," "," "," ","주유소 및 충전소|","SK네트웍스(주)여의도2주유소"
"214739","서울특별시 영등포구 도신로 151","서울특별시 영등포구 도림동 71","126.90825189","37.51001487","(주)강서오일 현대오일뱅크","영등포구","02-832-1700","민간개방|","상시(24시간)|"," ","남자|여자|"," "," "," ","주유소 및 충전소|","(주)강서오일 현대오일뱅크"
"214740","서울특별시 영등포구 영등포로 399","서울특별시 영등포구 신길동 70-1","126.92272480","37.51358208","보라주유소","영등포구","8421155","민간개방|","상시(24시간)|"," ","남자|여자|"," "," "," ","주유소 및 충전소|","보라주유소"
"214741","서울특별시 영등포구 경인로 789","서울특별시 영등포구 문래동3가 8-17","126.90072780","37.51467129","모드니주유소","영등포구","02-2637-7788","민간개방|","정시(06:00~22:00)|"," ","남자|여자|"," "," "," ","주유소 및 충전소|","모드니주유소"
"214742","서울특별시 영등포구 도신로 248","서울특별시 영등포구 신길동 100-10","126.91833317","37.51304066","매봉주유소","영등포구","02-836-8851","민간개방|","기타|05:00~24:00|"," ","남자|여자|"," "," "," ","주유소 및 충전소|","매봉주유소"
"214743","서울특별시 영등포구 영등포로 168","서울특별시 영등포구 당산동1가 5-5","126.90004564","37.52047459","대일주유소","영등포구","02-2068-8700","민간개방|","기타|06:00~24:00|"," ","남자|여자|"," "," "," ","주유소 및 충전소|","대일주유소"
"215273"," ","서울특별시 동작구 사당동  580-10","126.98169850","37.47759121","4호선 사당역","동작구"," 02-6110-4331","공공개방|","정시(영업시작~종료)|"," ","남자|여자|","남자|여자|","기저귀교환대(여)|","비상벨(여)|비상벨(장애인_남)|비상벨(장애인_여)|","지하철|","서울교통공사- 02-6110-4331"
"215274"," ","서울특별시 동작구 사당동  580-10","126.98169850","37.47759121","4호선 사당역","동작구"," 02-6110-4331","공공개방|","정시(영업시작~종료)|"," ","남자|여자|","남자|여자|","기저귀교환대(여)|","비상벨(여)|비상벨(장애인_남)|비상벨(장애인_여)|","지하철|","서울교통공사- 02-6110-4331"
"215275","서울특별시 동작구 여의대방로20길 33","서울특별시 동작구 신대방동 722","126.91949114","37.49489209","보라매 7호(풍경놀이터)","동작구","02-2181-1173","공공개방|","상시(24시간)|"," ","남자|여자|","남자|여자|"," ","비상벨(남)|비상벨(여)|비상벨(장애인_남)|비상벨(장애인_여)|","공공시설|","여의도공원관리사무소-02-2181-1173"
"215276","서울특별시 동작구 여의대방로20길 33","서울특별시 동작구 신대방동 722","126.91949114","37.49489209","보라매공원 청사 1층","동작구","02-2181-1173","공공개방|","상시(24시간)|"," ","남자|여자|","남자|여자|","기저귀교환대(남)|기저귀교환대(여)|","비상벨(남)|비상벨(여)|비상벨(장애인_남)|비상벨(장애인_여)|","공공시설|","여의도공원관리사무소-02-2181-1173"
"215277","서울특별시 동작구 여의대방로36길 71","서울특별시 동작구 대방동 520","126.92673612","37.50775193","노량진근린공원(대방)잔디구장주차장","동작구","02-820-9845","공공개방|","정시(09:00~18:00)|"," ","남자|여자|","남자|여자|","기저귀 교환대(장애인_남)|기저귀 교환대(장애인_여)|"," 비상벨(남)|비상벨(여)|","공원 및 하천변|","동작구 공원녹지과-02-820-9845"
"215278","서울특별시 동작구 여의대방로36길 71","서울특별시 동작구 대방동 520","126.92673612","37.50775193","간이화장실_노량진근린공원 대방배드민턴장","동작구","02-820-9845","공공개방|","정시(09:00~18:00)|"," ","남자|여자|"," "," "," 비상벨(남)|비상벨(여)|","공원 및 하천변|","동작구 공원녹지과-02-820-9845"
"215279","서울특별시 동작구 여의대방로36길 71","서울특별시 동작구 대방동 520","126.92673612","37.50775193","간이화장실_벽천(성남고후문)","동작구","02-820-9845","공공개방|","정시(09:00~18:00)|"," ","남자|여자|"," "," "," 비상벨(남)|비상벨(여)|","공원 및 하천변|","동작구 공원녹지과-02-820-9845"
"215280","서울특별시 동작구 상도로39가길 7","서울특별시 동작구 상도1동 456","126.94965934","37.50249773","상도종합사회복지관","동작구","02-824-6011","공공개방|","정시(09:00~18:00)|"," ","남자|여자|","남자|여자|"," "," ","공공시설|","상도종합사회복지관-02-824-6011"
"215281","서울특별시 동작구 사당로14길 20","서울특별시 동작구 사당동 268-6","126.97145370","37.48327224","사당종합사회복지관","동작구","02-597-3710","공공개방|","정시(09:00~18:00)|"," ","남자|여자|","공용|"," "," ","공공시설|","사당종합사회복지관-02-597-3710"
"215282","서울특별시 동작구 흑석로13길 21","서울특별시 동작구 흑석동 341-3","126.95941621","37.50972324","흑석종합사회복지관","동작구","02-817-8052","공공개방|","정시(09:00~18:00)|"," ","남자|여자|","남자|여자|"," ","비상벨(장애인_남)|비상벨(장애인_여)|","공공시설|","흑석종합사회복지관-02-817-8052"
"215283","서울특별시 동작구 등용로 47","서울특별시 동작구 대방동 5-1","126.93341872","37.50571437","동작종합사회복지관","동작구","02-814-8114","공공개방|","정시(09:00~18:00)|"," ","남자|여자|","남자|여자|"," "," 비상벨(남)|비상벨(여)|","공공시설|","동작종합사회복지관-02-814-8114"
"215284","서울특별시 동작구 동작대로35차길 7","서울특별시 동작구 사당동 52-3","126.97687580","37.49312069","동작이수사회복지관","동작구","02-592-3721","공공개방|","정시(09:00~18:00)|"," ","남자|여자|","남자|여자|"," ","비상벨(남)|비상벨(여)|비상벨(장애인_남)|비상벨(장애인_여)|","공공시설|","동작이수사회복지관-동작이수사회복지관-02-592-3721"
"215285","서울특별시 동작구 여의대방로44길 47","서울특별시 동작구 대방동 503","126.93042528","37.50992630","대방종합사회복지관","동작구","02-826-2900","공공개방|","정시(09:00~18:00)|"," ","남자|여자|","남자|여자|"," ","비상벨(남)|비상벨(여)|비상벨(장애인_남)|비상벨(장애인_여)|","공공시설|","대방종합사회복지관-02-826-2900"
"215286","서울특별시 동작구 만양로3길 14","서울특별시 동작구 노량진동 325-5","126.94697989","37.50804384","동작구자원봉사센터 화장실","동작구","02-824-0019","공공개방|","정시(09:00~18:00)|"," ","남자|여자|","남자|여자|"," "," ","공공시설|","동작구자원봉사센터-02-824-0019"
"215287","서울특별시 동작구 흑석한강로 11","서울특별시 동작구 흑석동 335-2","126.96659265","37.50577704","흑석동 주민센터 화장실","동작구","02-815-1046","공공개방|","정시(09:00~18:00)|"," ","남자|여자|","남자|여자|","기저귀교환대(여)|","비상벨(장애인_남)|비상벨(장애인_여)|","공공시설|","동작구 흑석동 주민센터-02-815-1046"
"215288","서울특별시 동작구 여의대방로24길 76","서울특별시 동작구 신대방동 723","126.92454405","37.49841253","신대방2동주민센터 화장실","동작구","02-821-1008","공공개방|","정시(09:00~18:00)|"," ","남자|여자|","남자|여자|","기저귀교환대(남)|기저귀교환대(여)|","비상벨(장애인_남)|비상벨(장애인_여)|","공공시설|","동작구 신대방2동주민센터-02-821-1008"
"215289","서울특별시 동작구 신대방길 72","서울특별시 동작구 신대방동 604-8","126.91003944","37.48894472","신대방1동주민센터 화장실","동작구","02-820-2808","공공개방|","정시(09:00~18:00)|"," ","남자|여자|","남자|여자|"," ","비상벨(장애인_남)|비상벨(장애인_여)|","공공시설|","동작구 신대방1동주민센터-02-820-2808"
"215290","서울특별시 동작구 양녕로27길 44","서울특별시 동작구 상도동 202-60","126.94140122","37.49937464","상도4동주민센터 화장실","동작구","02-823-0859","공공개방|","정시(09:00~18:00)|"," ","남자|여자|","남자|여자|"," "," ","공공시설|","동작구 상도4동주민센터-02-823-0859"
"215291","서울특별시 동작구 성대로2길 11","서울특별시 동작구 상도동 315-37","126.93140404","37.49912575","상도3동 주민센터 화장실","동작구","02-820-2502","공공개방|","정시(09:00~18:00)|"," ","남자|여자|"," "," ","비상벨(장애인_남)|비상벨(장애인_여)|","공공시설|","동작구 상도3동 주민센터-02-820-2502"
"215292","서울특별시 동작구 상도로 211","서울특별시 동작구 상도동 25-48","126.94230115","37.50546808","상도2동주민센터 화장실","동작구","02-814-3755","공공개방|","정시(09:00~18:00)|"," ","남자|여자|","남자|여자|"," "," ","공공시설|","동작구 상도2동주민센터-02-814-3755"
"213631","서울특별시 강남구 학동로6길 19","서울특별시 강남구 논현동 123-11","127.02460225","37.51068177","강남구 민자유치 논현1호 주차장","강남구","02-3423-5964","공공개방|","정시(영업시작~종료)|"," ","남자|여자|"," "," "," ","교통시설|","강남구 자원순환과"
"215293","서울특별시 동작구 상도로53길 9","서울특별시 동작구 상도동 437","126.95308107","37.49810131","상도1동 주민센터 화장실","동작구","02-820-2447","공공개방|","정시(09:00~18:00)|"," ","남자|여자|","남자|여자|","기저귀 교환대(장애인_남)|기저귀 교환대(장애인_여)|","비상벨(장애인_남)|비상벨(장애인_여)|","공공시설|","동작구 상도1동 주민센터-02-820-2447"
"215294","서울특별시 동작구 사당로2가길 219","서울특별시 동작구 사당동 228-11","126.96697921","37.48566273","사당5동 주민센터 화장실","동작구","02-820-2788","공공개방|","정시(09:00~18:00)|"," ","남자|여자|","여자|"," ","비상벨(장애인_여)|","공공시설|","동작구 사당5동 주민센터-02-820-2788"
"215295","서울특별시 동작구 사당로16아길 6","서울특별시 동작구 사당동 300-8","126.97163363","37.48097572","사당4동 주민센터 화장실","동작구","02-585-0050","공공개방|","정시(09:00~18:00)|"," ","남자|여자|","남자|여자|"," ","비상벨(장애인_남)|비상벨(장애인_여)|","공공시설|","동작구 사당4동 주민센터-02-585-0050"
"215296","서울특별시 동작구 사당로17길 86","서울특별시 동작구 사당동 169-12","126.97209155","37.48663676","사당3동 주민센터 화장실","동작구","02-820-2737","공공개방|","정시(09:00~18:00)|"," ","남자|여자|","남자|여자|","기저귀교환대(여)|","비상벨(장애인_남)|비상벨(장애인_여)|","공공시설|","동작구 사당3동 주민센터-02-820-2737"
"215297","서울특별시 동작구 동작대로29길 52","서울특별시 동작구 사당동 105-12","126.97925255","37.48871238","사당2동 주민센터 화장실","동작구","02-820-2590","공공개방|","정시(09:00~18:00)|"," ","남자|여자|","남자|여자|","기저귀교환대(여)|"," 비상벨(남)|비상벨(여)|","공공시설|","동작구 사당2동 주민센터-02-820-2590"
"215298","서울특별시 동작구 동작대로27라길 11","서울특별시 동작구 사당동 141-261","126.97981900","37.48593600","7호선 이수역","동작구"," 02-6311-7361","공공개방|","정시(영업시작~종료)|"," ","남자|여자|","남자|여자|","기저귀교환대(여)|","비상벨(여)|비상벨(장애인_남)|비상벨(장애인_여)|","지하철|","서울교통공사- 02-6311-7361"
"215299","서울특별시 동작구 장승배기로16길 98","서울특별시 동작구 노량진동 225-161","126.94343232","37.50920484","동작영어마루도서관","동작구","02-823-6750","공공개방|","정시(09:00~18:00)|"," ","남자|여자|","남자|여자|","기저귀교환대(여)|","출입구CCTV|","공공시설|","동작구 문화정책과-02-823-6750"
"215300","서울특별시 동작구 사당로20길 132","서울특별시 동작구 사당동 316-40","126.97324421","37.47888801","다울작은도서관","동작구","02-3473-3360","공공개방|","정시(09:00~18:00)|"," ","남자|여자|"," "," "," ","공공시설|","동작구 문화정책과-02-3473-3360"
"215301","서울특별시 동작구 동작대로29길 63-26","서울특별시 동작구 사당동 1136-1","126.97758772","37.48837477","동작샘터도서관","동작구","02-533-6750","공공개방|","정시(09:00~18:00)|"," ","남자|여자|"," "," ","출입구CCTV|","공공시설|","동작구 문화정책과-02-533-6750"
"215302","서울특별시 동작구 장승배기로10가길 35","서울특별시 동작구 상도동 175-1","126.94082673","37.50271604","동작관악교육지원청 공중화장실","동작구","02-810-8404","공공개방|","정시(09:00~18:00)|"," ","남자|여자|","남자|여자|"," ","비상벨(장애인_남)|비상벨(장애인_여)|","공공시설|","동작관악교육지원청-02-810-8404"
"215303","서울특별시 마포구 굴레방로 27-17","서울특별시 마포구 아현동 327-19","126.95466044","37.55644793","아현시장 고객지원센터 화장실","마포구","02-3153-9234","공공개방|","상시(24시간)|"," ","남자|여자|","남자|여자|","기저귀교환대(여)|"," 비상벨(남)|비상벨(여)|","공공시설|","마포구청 깨끗한마포과"
"215304","서울특별시 마포구 환일7길 15","서울특별시 마포구 아현동 87-49","126.96167410","37.55539737","만리배수지공원 공중화장실","마포구","02-3153-9234","공공개방|","상시(24시간)|"," ","남자|여자|"," "," "," 비상벨(남)|비상벨(여)|","공공시설|","마포구청 깨끗한마포과"
"215305","서울특별시 마포구 서강로16길 8","서울특별시 마포구 노고산동 117-2","126.93480304","37.55285959","서강대역 공중화장실(경의선)","마포구","02-712-5288","공공개방|","정시(영업시작~종료)|"," ","남자|여자|","남자|여자|","기저귀교환대(남)|기저귀교환대(여)|"," 비상벨(남)|비상벨(여)|","지하철|","경의선 서강대역장"
"213623"," ","서울특별시 강남구 일원동  산 63-52","127.08088124","37.47946315","자연학습원 화장실","강남구","02-3423-5964","공공개방|","정시(영업시작~종료)|"," ","남자|여자|"," "," "," ","공원 및 하천변|","강남구 자원순환과"
"213624"," ","서울특별시 강남구 일원동  산 52-13","127.07344781","37.47847938","옛1약수터","강남구","02-3423-5964","공공개방|","정시(영업시작~종료)|"," ","남자|여자|"," "," "," ","공원 및 하천변|","강남구 자원순환과"
"213625","서울특별시 강남구 역삼로69길 22","서울특별시 강남구 대치동 901-4","127.05413011","37.50304254","대치노인복지센터","강남구","02-3423-5964","공공개방|","정시(09:00~18:00,평일)|","토요일|일요일|","남자|여자|"," "," "," ","공공시설|","강남구 자원순환과"
"213626","서울특별시 강남구 도산대로53길 5","서울특별시 강남구 신사동 652-13","127.03817220","37.52353936","압구정노인복지센터","강남구","02-3423-5964","공공개방|","정시(09:00~18:00,평일)|","토요일|일요일|","남자|여자|","남자|여자|"," "," ","공공시설|","강남구 자원순환과"
"213627","서울특별시 강남구 도곡로27길 27","서울특별시 강남구 역삼동 781-34","127.04183172","37.49453770","역삼노인복지센터","강남구","02-3423-5964","공공개방|","정시(09:00~18:00,평일)|","토요일|일요일|","남자|여자|"," "," "," ","공공시설|","강남구 자원순환과"
"213628","서울특별시 강남구 봉은사로 332","서울특별시 강남구 역삼동 682-8","127.04321830","37.50978718","강남시니어플라자","강남구","02-3423-5964","공공개방|","정시(09:00~18:00,평일)|","토요일|일요일|","남자|여자|","남자|여자|"," "," ","공공시설|","강남구 자원순환과"
"213629","서울특별시 강남구 강남대로128길 59","서울특별시 강남구 논현동 125-13","127.02608895","37.51206541","논현노인종합복지관","강남구","02-3423-5964","공공개방|","정시(09:00~18:00,평일)|","토요일|일요일|","남자|여자|"," "," "," ","공공시설|","강남구 자원순환과"
"213630","서울특별시 강남구 학동로20길 13","서울특별시 강남구 논현동 127-14","127.02856322","37.51220743","강남구 민자유치 논현2호 주차장","강남구","02-3423-5964","공공개방|","정시(영업시작~종료)|"," ","남자|여자|"," "," "," ","교통시설|","강남구 자원순환과"
"213632","서울특별시 강남구 선릉로108길 27","서울특별시 강남구 삼성동 113-26","127.04637955","37.51031263","강남구치매지원센터 및 공영주차장","강남구","02-3423-5964","공공개방|","정시(영업시작~종료)|"," ","남자|여자|"," "," "," ","교통시설|","강남구 자원순환과"
"213633","서울특별시 강남구 개포로 605","서울특별시 강남구 개포동 12-10","127.07345098","37.49197929","강남장애인복지관","강남구","02-3423-5964","공공개방|","정시(영업시작~종료)|"," ","남자|여자|","남자|여자|"," "," ","공공시설|","강남구 자원순환과"
"213634","서울특별시 강남구 밤고개로1길 52","서울특별시 강남구 수서동 718","127.10528080","37.48900105","강남스포츠문화센터","강남구","02-3423-5964","공공개방|","정시(영업시작~종료)|"," ","남자|여자|","남자|여자|"," "," ","공공시설|","강남구 자원순환과"
"213635","서울특별시 강남구 개포로28길 47","서울특별시 강남구 개포동 1271","127.05188613","37.47711589","강남구민체육관","강남구","02-3423-5964","공공개방|","정시(영업시작~종료)|"," ","남자|여자|"," "," "," ","공공시설|","강남구 자원순환과"
"213636","서울특별시 강남구 선릉로 668","서울특별시 강남구 삼성동 8","127.04231478","37.51631964","강남보건소","강남구","02-3423-5964","공공개방|","정시(09:00~18:00,평일)|","토요일|일요일|","남자|여자|","남자|여자|"," "," ","공공시설|","강남구 자원순환과"
"213637","서울특별시 강남구 삼성로 154","서울특별시 강남구 대치동 509-2","127.06427236","37.49388797","강남구민회관","강남구","02-3423-5964","공공개방|","정시(09:00~18:00,평일)|","토요일|일요일|","남자|여자|","남자|여자|"," "," ","공공시설|","강남구 자원순환과"
"213638","서울특별시 강남구 삼성로 628","서울특별시 강남구 삼성동 66","127.05214254","37.51591060","강남구청 삼성로별관","강남구","02-3423-5964","공공개방|","정시(09:00~18:00,평일)|","토요일|일요일|","남자|여자|"," "," "," ","공공시설|","강남구 자원순환과"
"213639","서울특별시 강남구 학동로 426","서울특별시 강남구 삼성동 16-1","127.04704526","37.51796394","강남구청 제3별관","강남구","02-3423-5964","공공개방|","정시(09:00~18:00,평일)|","토요일|일요일|","남자|여자|"," "," "," ","공공시설|","강남구 자원순환과"
"213640","서울특별시 강남구 학동로 426","서울특별시 강남구 삼성동 16-1","127.04703400","37.51795500","강남구청 제2별관","강남구","02-3423-5964","공공개방|","정시(09:00~18:00,평일)|","토요일|일요일|","남자|여자|","남자|"," "," ","공공시설|","강남구 자원순환과"
"213641","서울특별시 강남구 학동로 426","서울특별시 강남구 삼성동 16-1","127.04802000","37.51751900","강남구청 제1별관","강남구","02-3423-5964","공공개방|","정시(09:00~18:00,평일)|","토요일|일요일|","남자|여자|","남자|"," "," ","공공시설|","강남구 자원순환과"
"213642","서울특별시 강남구 학동로 426","서울특별시 강남구 삼성동 16-1","127.04740900","37.51733100","강남구청 본관동","강남구","02-3423-5964","공공개방|","정시(09:00~18:00,평일)|","토요일|일요일|","남자|여자|","남자|여자|"," "," ","공공시설|","강남구 자원순환과"
"213643","서울특별시 강남구 밤고개로 286","서울특별시 강남구 율현동 278-1","127.10691254","37.46904930","세곡문화센터","강남구","02-3423-5964","공공개방|","정시(09:00~18:00,평일)|","토요일|일요일|","남자|여자|","남자|여자|"," "," ","공공시설|","강남구 자원순환과"
"213644"," ","서울특별시 강남구 수서동  718-2","127.10499105","37.48890319","수서동주민센터","강남구","02-3423-5964","공공개방|","정시(09:00~18:00,평일)|","토요일|일요일|","남자|여자|","남자|여자|"," "," ","공공시설|","강남구 자원순환과"
"213645"," ","서울특별시 강남구 개포동  12-6","127.07367882","37.49215151","개포3동주민센터","강남구","02-3423-5964","공공개방|","정시(09:00~18:00,평일)|","토요일|일요일|","남자|여자|"," "," "," ","공공시설|","강남구 자원순환과"
"213646"," ","서울특별시 강남구 일원동  712-3","127.08802638","37.49185470","일원1동주민센터","강남구","02-3423-5964","공공개방|","정시(09:00~18:00,평일)|","토요일|일요일|","남자|여자|","남자|여자|"," "," ","공공시설|","강남구 자원순환과"
"213647","서울특별시 강남구 광평로 126","서울특별시 강남구 일원동 735-3","127.08648282","37.48337910","일원본동주민센터","강남구","02-3423-5964","공공개방|","정시(09:00~18:00,평일)|","토요일|일요일|","남자|여자|","남자|여자|"," "," ","공공시설|","강남구 자원순환과"
"213648","서울특별시 강남구 개포로24길 33","서울특별시 강남구 개포동 1204","127.04990339","37.47713820","개포4동주민센터","강남구","02-3423-5964","공공개방|","정시(09:00~18:00,평일)|","토요일|일요일|","남자|여자|"," "," "," ","공공시설|","강남구 자원순환과"
"213649","서울특별시 강남구 개포로 511","서울특별시 강남구 개포동 182","127.06907686","37.48978366","개포2문화센터","강남구","02-3423-5964","공공개방|","정시(09:00~18:00,평일)|","토요일|일요일|","남자|여자|","남자|여자|"," "," ","공공시설|","강남구 자원순환과"
"213650","서울특별시 강남구 남부순환로378길 34-9","서울특별시 강남구 도곡동 459","127.04640699","37.48372311","도곡2문화센터","강남구","02-3423-5964","공공개방|","정시(09:00~18:00,평일)|","토요일|일요일|","남자|여자|","남자|여자|"," "," ","공공시설|","강남구 자원순환과"
"213651","서울특별시 강남구 도곡로18길 57","서울특별시 강남구 도곡동 892-6","127.03888036","37.48831029","도곡정보문화도서관","강남구","02-3423-5964","공공개방|","정시(09:00~18:00,평일)|","토요일|일요일|","남자|여자|","남자|여자|"," "," ","공공시설|","강남구 자원순환과"
"213652","서울특별시 강남구 도곡로43길 25","서울특별시 강남구 역삼동 761-26","127.04681500","37.49597382","역삼2문화센터","강남구","02-3423-5964","공공개방|","정시(09:00~18:00,평일)|","토요일|일요일|","남자|여자|","남자|여자|"," "," ","공공시설|","강남구 자원순환과"
"213653","서울특별시 강남구 역삼로7길 16","서울특별시 강남구 역삼동 829-20","127.03328379","37.49537325","역삼1문화센터","강남구","02-3423-5964","공공개방|","정시(09:00~18:00,평일)|","토요일|일요일|","남자|여자|","남자|여자|"," "," ","공공시설|","강남구 자원순환과"
"213654","서울특별시 강남구 도곡로77길 23","서울특별시 강남구 대치동 928-22","127.05784950","37.49972971","대치4문화센터","강남구","02-3423-5964","공공개방|","정시(09:00~18:00,평일)|","토요일|일요일|","남자|여자|"," "," "," ","공공시설|","강남구 자원순환과"
"213655","서울특별시 강남구 영동대로65길 24","서울특별시 강남구 대치동 980-9","127.06418767","37.50230436","대치2문화센터","강남구","02-3423-5964","공공개방|","정시(09:00~18:00,평일)|","토요일|일요일|","남자|여자|","남자|여자|"," "," ","공공시설|","강남구 자원순환과"
"213656","서울특별시 강남구 남부순환로391길 19","서울특별시 강남구 대치동 646-2","127.05677501","37.49324482","대치1동주민센터","강남구","02-3423-5964","공공개방|","정시(09:00~18:00,평일)|","토요일|일요일|","남자|여자|","남자|여자|"," "," ","공공시설|","강남구 자원순환과"
"213657","서울특별시 강남구 개포로 251","서울특별시 강남구 개포동 1259-8","127.04984470","37.47921188","남강빌딩","강남구","02-3423-5964","민간개방|","상시(24시간)|"," ","남자|여자|"," "," "," ","업무시설|","강남구 자원순환과"
"213658","서울특별시 강남구 개포로 249","서울특별시 강남구 개포동 1259-7","127.04966828","37.47919528","신영빌딩","강남구","02-3423-5964","민간개방|","상시(24시간)|"," ","남자|여자|"," "," "," ","업무시설|","강남구 자원순환과"
"213659","서울특별시 강남구 개포로 254","서울특별시 강남구 개포동 1212-5","127.05026377","37.47890673","현대자동차 개포점","강남구","02-3423-5964","민간개방|","정시(09:00~18:00)|"," ","남자|여자|"," "," "," ","업무시설|","강남구 자원순환과"
"214184","서울특별시 서초구 방배로 149","서울특별시 서초구 방배동 936-11","126.99369221","37.48698988","방배보건소","서초구","02-2155-8151","공공개방|","정시(09:00~18:00,평일)|","토요일|일요일|","남자|여자|","남자|여자|","기저귀교환대(남)|기저귀교환대(여)|","비상벨(남)|비상벨(여)|비상벨(장애인_남)|비상벨(장애인_여)|","공공시설|","화장실관련정보 문의:서초구청 청소행정과"
"214185","서울특별시 서초구 마방로6길 7-40","서울특별시 서초구 양재동 264-7","127.04315744","37.47624587","양재2동주민센터","서초구","02-2155-6114","공공개방|","정시(09:00~18:00,평일)|","토요일|일요일|","남자|여자|","남자|여자|","기저귀교환대(남)|기저귀교환대(여)|","비상벨(남)|비상벨(여)|비상벨(장애인_남)|비상벨(장애인_여)|","공공시설|","화장실관련정보 문의:서초구청 청소행정과"
"214186","서울특별시 서초구 남부순환로 2610","서울특별시 서초구 양재동 11-13","127.03616450","37.48452706","양재1동주민센터","서초구","02-2155-6114","공공개방|","정시(09:00~18:00,평일)|","토요일|일요일|","남자|여자|","남자|여자|","기저귀교환대(남)|기저귀교환대(여)|","비상벨(남)|비상벨(여)|비상벨(장애인_남)|비상벨(장애인_여)|","공공시설|","화장실관련정보 문의:서초구청 청소행정과"
"214187","서울특별시 서초구 방배로27길 13","서울특별시 서초구 방배동 853-4","126.99135732","37.48961118","방배4동주민센터","서초구","02-2155-6114","공공개방|","정시(09:00~18:00,평일)|","토요일|일요일|","남자|여자|","남자|여자|","기저귀교환대(남)|기저귀교환대(여)|","비상벨(남)|비상벨(여)|비상벨(장애인_남)|비상벨(장애인_여)|","공공시설|","화장실관련정보 문의:서초구청 청소행정과"
"214188","서울특별시 서초구 방배로10길 10-20","서울특별시 서초구 방배동 983-14","126.99903693","37.48029692","방배3동주민센터","서초구","02-2155-6114","공공개방|","정시(09:00~18:00,평일)|","토요일|일요일|","남자|여자|","남자|여자|","기저귀교환대(남)|기저귀교환대(여)|","비상벨(남)|비상벨(여)|비상벨(장애인_남)|비상벨(장애인_여)|","공공시설|","화장실관련정보 문의:서초구청 청소행정과"
"214189","서울특별시 서초구 청두곶길 36","서울특별시 서초구 방배동 462-13","126.98555963","37.47977266","방배2동주민센터","서초구","02-2155-6114","공공개방|","정시(09:00~18:00,평일)|","토요일|일요일|","남자|여자|","남자|여자|","기저귀교환대(남)|기저귀교환대(여)|","비상벨(남)|비상벨(여)|비상벨(장애인_남)|비상벨(장애인_여)|","공공시설|","화장실관련정보 문의:서초구청 청소행정과"
"214190","서울특별시 서초구 효령로29길 43","서울특별시 서초구 방배동 922-18","126.99451386","37.48336170","방배1동주민센터","서초구","02-2155-6114","공공개방|","정시(09:00~18:00,평일)|","토요일|일요일|","남자|여자|","남자|여자|","기저귀교환대(남)|기저귀교환대(여)|","비상벨(남)|비상벨(여)|비상벨(장애인_남)|비상벨(장애인_여)|","공공시설|","화장실관련정보 문의:서초구청 청소행정과"
"214191","서울특별시 서초구 동광로19길 38","서울특별시 서초구 방배동 774-9","126.98884693","37.49414865","방배본동주민센터","서초구","02-2155-6114","공공개방|","정시(09:00~18:00,평일)|","토요일|일요일|","남자|여자|","남자|여자|","기저귀교환대(남)|기저귀교환대(여)|","비상벨(남)|비상벨(여)|비상벨(장애인_남)|비상벨(장애인_여)|","공공시설|","화장실관련정보 문의:서초구청 청소행정과"
"214192","서울특별시 서초구 사평대로28길 70","서울특별시 서초구 반포동 74-7","127.00032864","37.49748588","반포4동주민센터","서초구","02-2155-6114","공공개방|","정시(09:00~18:00,평일)|","토요일|일요일|","남자|여자|","남자|여자|","기저귀교환대(남)|기저귀교환대(여)|","비상벨(남)|비상벨(여)|비상벨(장애인_남)|비상벨(장애인_여)|","공공시설|","화장실관련정보 문의:서초구청 청소행정과"
"214193","서울특별시 서초구 신반포로23길 78","서울특별시 서초구 잠원동 71-7","127.00560870","37.51204793","반포3동주민센터","서초구","02-2155-6114","공공개방|","정시(09:00~18:00,평일)|","토요일|일요일|","남자|여자|","남자|여자|","기저귀교환대(남)|기저귀교환대(여)|","비상벨(남)|비상벨(여)|비상벨(장애인_남)|비상벨(장애인_여)|","공공시설|","화장실관련정보 문의:서초구청 청소행정과"
"214194","서울특별시 서초구 신반포로 127","서울특별시 서초구 반포동 1-3","126.99828082","37.50442508","반포2동주민센터","서초구","02-2155-6114","공공개방|","정시(09:00~18:00,평일)|","토요일|일요일|","남자|여자|","남자|여자|","기저귀교환대(남)|기저귀교환대(여)|","비상벨(남)|비상벨(여)|비상벨(장애인_남)|비상벨(장애인_여)|","공공시설|","화장실관련정보 문의:서초구청 청소행정과"
